L0,L1,L2,L3,L4,L5,L6,L7,L8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,Sexo,Casado,Edad,Fumador,Trabajo,Hijos,Telefono Casa,Telefono Celular,Correo Electronico,IMSS,Egreso Preparatoria,Preparotoria,Promedio Preparatoria,Certificado de Conducta,Situación,Periodo,Creditos,Materias Aprobadas,Materias Cursadas
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,0.025108514962884743,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,2.273471948099466,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,0.025108514962884743,-0.05646324263033042,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,5.7561561248226525,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,-3.1091263510296048,-0.03089855277905502,0.025108514962884743,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.3926160875502311,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.3651251518539037,0.025108514962884743,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.4894339137179932,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,-1.2604474511368142,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,0.025108514962884743,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,3.7495097718784205,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,-3.582992860422393,0.3216337604513384,-0.1423074191373379,0.025108514962884743,-1.261012418744046,-0.32440145451782265,-1.463251275235572,-0.6206000345593602,-1.0414041178060518,-0.9350628323479355,-0.8899154492362925
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.3926160875502311,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,1.148085933483385,-0.32440145451782265,0.6834096213850952,1.0444508878566698,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-0.05646324263033042,-0.32440145451782265,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.5881067026550701,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,1.3106644810625836,-1.261012418744046,-1.5367630947596125,-1.463251275235572,-2.008142469906052,-2.0158655299329227,-2.006926814455549,-1.950254927585518
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.025108514962884743,-0.05646324263033042,-0.32440145451782265,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,7.937253933193771,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,1.335143698502964,-0.43985587807052606,0.0,0.1963149351234783,-3.8729833462074166,0.2790962859697443,0.3216337604513384,-0.4765340182121866,0.025108514962884743,-1.261012418744046,-0.32440145451782265,-1.463251275235572,0.7669424007873316,0.4898923869647453,0.30170330085315716,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,-5.093855948203937,0.2581988897471611,0.2790962859697443,-3.1091263510296048,0.08051031357922787,0.025108514962884743,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.4894339137179932,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,-3.8729833462074166,-3.582992860422393,0.3216337604513384,-0.03089855277905502,1.953442464112433,-1.261012418744046,-0.32440145451782265,-1.463251275235572,-0.8981085216286986,-0.9021953446450702,-0.7701606812544565,-0.6248305796489861
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,2.273471948099466,0.0,0.1963149351234783,-3.8729833462074166,0.2790962859697443,0.3216337604513384,-0.03089855277905502,0.025108514962884743,-0.05646324263033042,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,11.269427669584646,-0.13376338862031292,-3.261343839027654,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,4.509249752822894,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,-1.2604474511368142,-0.05646324263033042,-0.32440145451782265,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,0.9247012835332911,-0.17372704602080438,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,-3.582992860422393,0.3216337604513384,0.08051031357922787,-0.6176694680869647,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,7.937253933193771,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,0.08051031357922787,0.6678864980127341,-0.05646324263033042,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,-0.43985587807052606,0.0,-5.093855948203937,0.2581988897471611,0.2790962859697443,-3.1091263510296048,0.08051031357922787,1.3106644810625836,1.148085933483385,-1.5367630947596125,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,-0.6864869757075454,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,5.7561561248226525,-0.04423739552038088,1.6795521791203927,-0.22176638128637186,-0.5840112429542572,-0.7489830503797116,2.273471948099466,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,1.953442464112433,-0.05646324263033042,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
-0.1259881576697424,-0.04423739552038088,-0.06262242910851495,-0.09930726528736966,-0.08873565094161139,-0.08873565094161139,-0.13376338862031292,0.30662207033593325,-0.06262242910851495,-0.06262242910851495,-0.09930726528736966,-0.06262242910851495,1.4566918752818645,-0.1259881576697424,-0.04423739552038088,-0.26670153189093365,-0.07677180228911562,-0.04423739552038088,-1.0814303146406286,-0.17372704602080438,-0.04423739552038088,-0.5953968042384461,-0.22176638128637186,1.5881067026550701,-0.7489830503797116,-0.43985587807052606,0.0,0.1963149351234783,0.2581988897471611,0.2790962859697443,0.3216337604513384,-0.03089855277905502,1.953442464112433,1.148085933483385,0.8879601857239672,0.6834096213850952,0.21192542664865488,0.5851404949169958,0.3841543763998967,0.34714727550447055
